1040300,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.darwin-mips.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_base.ia32.target.darwin-x86.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.linux-x86_64.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_base.arm.target.darwin-arm.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_libbase.ia32.target.darwin-x86.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.linux-mips.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_libbase.arm64.target.linux-arm64.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_libbase.ia32.target.linux-x86.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_base.x64.target.linux-x86_64.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.linux-arm64.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.darwin-x86_64.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_base.mipsel.target.linux-mips.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_base.ia32.target.linux-x86.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_libbase.x64.target.darwin-x86_64.mk
1040300,platform/external/chromium_org/v8,tools/gyp/v8_libbase.arm64.target.darwin-arm64.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.darwin-arm.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_libbase.arm.target.darwin-arm.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_libbase.arm.target.linux-arm.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_base.x64.target.darwin-x86_64.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_base.arm64.target.darwin-arm64.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_base.arm64.target.linux-arm64.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_libbase.x64.target.linux-x86_64.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_base.mipsel.target.darwin-mips.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.darwin-x86.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_libbase.mipsel.target.linux-mips.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_base.arm.target.linux-arm.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.linux-arm.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.darwin-arm64.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_libbase.mipsel.target.darwin-mips.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.linux-x86.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.darwin-mips.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_base.ia32.target.darwin-x86.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.linux-x86_64.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_base.arm.target.darwin-arm.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_libbase.ia32.target.darwin-x86.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.linux-mips.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_libbase.arm64.target.linux-arm64.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_libbase.ia32.target.linux-x86.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_base.x64.target.linux-x86_64.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.linux-arm64.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_snapshot.target.darwin-x86_64.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_base.mipsel.target.linux-mips.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_base.ia32.target.linux-x86.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_libbase.x64.target.darwin-x86_64.mk
1021004,platform/external/chromium_org/v8,tools/gyp/v8_libbase.arm64.target.darwin-arm64.mk
1043845,platform/external/chromium-libpac,test/Android.mk
1043845,platform/external/chromium-libpac,Android.mk
1043845,platform/external/chromium-libpac,src/net_util.cc
1003224,platform/external/chromium-libpac,test/Android.mk
1003224,platform/external/chromium-libpac,Android.mk
1003224,platform/external/chromium-libpac,src/net_util.cc
1021004,platform/external/chromium-libpac,test/Android.mk
1021004,platform/external/chromium-libpac,Android.mk
1021004,platform/external/chromium-libpac,src/net_util.cc
1043845,platform/external/chromium,third_party/modp_b64/Android.mk
1043845,platform/external/chromium,base/string_number_conversions.cc
1043845,platform/external/chromium,android/prefix.h
1043845,platform/external/chromium,base/string_util.cc
1003224,platform/external/chromium,third_party/modp_b64/Android.mk
1003224,platform/external/chromium,Android.mk
1003224,platform/external/chromium,base/string_number_conversions.cc
1003224,platform/external/chromium,android/prefix.h
1003224,platform/external/chromium,base/string_util.cc
1040300,platform/external/chromium,third_party/modp_b64/Android.mk
1040300,platform/external/chromium,Android.mk
1040300,platform/external/chromium,base/string_number_conversions.cc
1040300,platform/external/chromium,android/prefix.h
1040300,platform/external/chromium,base/string_util.cc
1021004,platform/external/chromium,third_party/modp_b64/Android.mk
1021004,platform/external/chromium,Android.mk
1021004,platform/external/chromium,base/string_number_conversions.cc
1021004,platform/external/chromium,android/prefix.h
1021004,platform/external/chromium,base/string_util.cc
1002068,platform/frameworks/av,media/libstagefright/ACodec.cpp
1002068,platform/frameworks/av,include/media/stagefright/MediaCodec.h
1002068,platform/frameworks/av,include/media/stagefright/ACodec.h
1002068,platform/frameworks/av,media/libstagefright/MediaCodec.cpp
1006433,platform/frameworks/av,media/libstagefright/ACodec.cpp
1006433,platform/frameworks/av,include/media/stagefright/MediaCodec.h
1006433,platform/frameworks/av,include/media/stagefright/ACodec.h
1013157,platform/frameworks/base,services/tests/servicestests/certs/key_b.x509.pem
1013157,platform/frameworks/base,services/tests/servicestests/certs/key_a.pk8
1013157,platform/frameworks/base,services/tests/servicestests/res/raw/mmac_csps_ds_2.xml
1013157,platform/frameworks/base,services/tests/servicestests/res/raw/mmac_cnsps_nd.xml
1013157,platform/frameworks/base,services/tests/servicestests/Android.mk
1013157,platform/frameworks/base,services/tests/servicestests/apks/FrameworkServicesTests_apk.mk
1013157,platform/frameworks/base,services/tests/servicestests/apks/mmac_install_platform/AndroidManifest.xml
1013157,platform/frameworks/base,services/tests/servicestests/res/raw/mmac_cnsps_ds.xml
1013157,platform/frameworks/base,services/tests/servicestests/src/com/android/server/pm/SELinuxMMACTests.java
1013157,platform/frameworks/base,services/tests/servicestests/res/raw/mmac_nc_nd.xml
1013157,platform/frameworks/base,services/tests/servicestests/res/raw/mmac_csnp_nd.xml
1013157,platform/frameworks/base,services/tests/servicestests/res/raw/mmac_csps_nd.xml
1013157,platform/frameworks/base,services/tests/servicestests/apks/mmac_install_release/src/com/android/frameworks/servicetests/DoNothing.java
1013157,platform/frameworks/base,services/tests/servicestests/res/raw/mmac_csps_ds.xml
1013157,platform/frameworks/base,services/tests/servicestests/certs/key_a.x509.pem
1013157,platform/frameworks/base,services/tests/servicestests/apks/mmac_install_platform/src/com/android/frameworks/servicetests/DoNothing.java
1013157,platform/frameworks/base,services/tests/servicestests/res/raw/mmac_csnp_ds.xml
1013157,platform/frameworks/base,services/tests/servicestests/apks/Android.mk
1013157,platform/frameworks/base,services/tests/servicestests/apks/mmac_install_release/AndroidManifest.xml
1013157,platform/frameworks/base,services/tests/servicestests/certs/key_b.pk8
1013157,platform/frameworks/base,services/tests/servicestests/apks/mmac_install_platform/Android.mk
